From,To,Sign,Star,Sign-Lord,Star-Lord,Sub-Lord,Sub-Sub-Lord,Degree,Min,Second,KS-N,CIL-N,KS-D,paada
96.66666666666667,96.7825,Cnc,Pushya,Mo,Sa,Me,Ra,6,40,0,67,585,95.44444444444444,2
96.7825,97.03416666666666,Cnc,Pushya,Mo,Sa,Me,Ju,6,46,57,67,586,95.44444444444444,2
97.03416666666666,97.33333333333333,Cnc,Pushya,Mo,Sa,Me,Sa,7,2,3,67,587,95.44444444444444,2
97.33333333333333,97.37861111111111,Cnc,Pushya,Mo,Sa,Ke,Ke,7,20,0,68,588,97.33333333333333,2
97.37861111111111,97.50833333333334,Cnc,Pushya,Mo,Sa,Ke,Ve,7,22,43,68,589,97.33333333333333,2
97.50833333333334,97.54722222222222,Cnc,Pushya,Mo,Sa,Ke,Su,7,30,30,68,590,97.33333333333333,2
97.54722222222222,97.61194444444445,Cnc,Pushya,Mo,Sa,Ke,Mo,7,32,50,68,591,97.33333333333333,2
97.61194444444445,97.6575,Cnc,Pushya,Mo,Sa,Ke,Ma,7,36,43,68,592,97.33333333333333,2
97.6575,97.77416666666667,Cnc,Pushya,Mo,Sa,Ke,Ra,7,39,27,68,593,97.33333333333333,2
97.77416666666667,97.87777777777778,Cnc,Pushya,Mo,Sa,Ke,Ju,7,46,27,68,594,97.33333333333333,2
97.87777777777778,98.00083333333333,Cnc,Pushya,Mo,Sa,Ke,Sa,7,52,40,68,595,97.33333333333333,2
98.00083333333333,98.11111111111111,Cnc,Pushya,Mo,Sa,Ke,Me,8,0,3,68,596,97.33333333333333,2
98.11111111111111,98.48138888888889,Cnc,Pushya,Mo,Sa,Ve,Ve,8,6,40,69,597,98.11111111111111,2
98.48138888888889,98.5925,Cnc,Pushya,Mo,Sa,Ve,Su,8,28,53,69,598,98.11111111111111,2
98.5925,98.77777777777777,Cnc,Pushya,Mo,Sa,Ve,Mo,8,35,33,69,599,98.11111111111111,2
98.77777777777777,98.9075,Cnc,Pushya,Mo,Sa,Ve,Ma,8,46,40,69,600,98.11111111111111,2
98.9075,99.24083333333333,Cnc,Pushya,Mo,Sa,Ve,Ra,8,54,27,69,601,98.11111111111111,2
99.24083333333333,99.53694444444444,Cnc,Pushya,Mo,Sa,Ve,Ju,9,14,27,69,602,98.11111111111111,2
99.53694444444444,99.88888888888889,Cnc,Pushya,Mo,Sa,Ve,Sa,9,32,13,69,603,98.11111111111111,2
99.88888888888889,100.0,Cnc,Pushya,Mo,Sa,Ve,Me,9,53,20,69,604,98.11111111111111,2
100.0,100.20361111111112,Cnc,Pushya,Mo,Sa,Ve,Me,10,0,0,69,604,98.11111111111111,3
100.20361111111112,100.33333333333333,Cnc,Pushya,Mo,Sa,Ve,Ke,10,12,13,69,605,98.11111111111111,3
100.33333333333333,100.36666666666666,Cnc,Pushya,Mo,Sa,Su,Su,10,20,0,70,606,100.33333333333333,3
100.36666666666666,100.42222222222222,Cnc,Pushya,Mo,Sa,Su,Mo,10,22,0,70,607,100.33333333333333,3
100.42222222222222,100.46111111111111,Cnc,Pushya,Mo,Sa,Su,Ma,10,25,20,70,608,100.33333333333333,3
100.46111111111111,100.56111111111112,Cnc,Pushya,Mo,Sa,Su,Ra,10,27,40,70,609,100.33333333333333,3
100.56111111111112,100.65,Cnc,Pushya,Mo,Sa,Su,Ju,10,33,40,70,610,100.33333333333333,3
100.65,100.75555555555556,Cnc,Pushya,Mo,Sa,Su,Sa,10,39,0,70,611,100.33333333333333,3
100.75555555555556,100.85,Cnc,Pushya,Mo,Sa,Su,Me,10,45,20,70,612,100.33333333333333,3
100.85,100.88888888888889,Cnc,Pushya,Mo,Sa,Su,Ke,10,51,0,70,613,100.33333333333333,3
100.88888888888889,101.0,Cnc,Pushya,Mo,Sa,Su,Ve,10,53,20,70,614,100.33333333333333,3
101.0,101.0925,Cnc,Pushya,Mo,Sa,Mo,Mo,11,0,0,71,615,101.0,3
101.0925,101.1575,Cnc,Pushya,Mo,Sa,Mo,Ma,11,5,33,71,616,101.0,3
101.1575,101.32416666666667,Cnc,Pushya,Mo,Sa,Mo,Ra,11,9,27,71,617,101.0,3
101.32416666666667,101.47222222222223,Cnc,Pushya,Mo,Sa,Mo,Ju,11,19,27,71,618,101.0,3
101.47222222222223,101.64805555555556,Cnc,Pushya,Mo,Sa,Mo,Sa,11,28,20,71,619,101.0,3
101.64805555555556,101.80555555555556,Cnc,Pushya,Mo,Sa,Mo,Me,11,38,53,71,620,101.0,3
101.80555555555556,101.87027777777777,Cnc,Pushya,Mo,Sa,Mo,Ke,11,48,20,71,621,101.0,3
101.87027777777777,102.05555555555556,Cnc,Pushya,Mo,Sa,Mo,Ve,11,52,13,71,622,101.0,3
102.05555555555556,102.11111111111111,Cnc,Pushya,Mo,Sa,Mo,Su,12,3,20,71,623,101.0,3
102.11111111111111,102.15638888888888,Cnc,Pushya,Mo,Sa,Ma,Ma,12,6,40,72,624,102.11111111111111,3
102.15638888888888,102.27305555555556,Cnc,Pushya,Mo,Sa,Ma,Ra,12,9,23,72,625,102.11111111111111,3
102.27305555555556,102.37694444444445,Cnc,Pushya,Mo,Sa,Ma,Ju,12,16,23,72,626,102.11111111111111,3
102.37694444444445,102.5,Cnc,Pushya,Mo,Sa,Ma,Sa,12,22,37,72,627,102.11111111111111,3
102.5,102.61027777777778,Cnc,Pushya,Mo,Sa,Ma,Me,12,30,0,72,628,102.11111111111111,3
102.61027777777778,102.65555555555555,Cnc,Pushya,Mo,Sa,Ma,Ke,12,36,37,72,629,102.11111111111111,3
102.65555555555555,102.78527777777778,Cnc,Pushya,Mo,Sa,Ma,Ve,12,39,20,72,630,102.11111111111111,3
102.78527777777778,102.82416666666667,Cnc,Pushya,Mo,Sa,Ma,Su,12,47,7,72,631,102.11111111111111,3
102.82416666666667,102.88888888888889,Cnc,Pushya,Mo,Sa,Ma,Mo,12,49,27,72,632,102.11111111111111,3
102.88888888888889,103.18888888888888,Cnc,Pushya,Mo,Sa,Ra,Ra,12,53,20,73,633,102.88888888888889,3
103.18888888888888,103.33333333333333,Cnc,Pushya,Mo,Sa,Ra,Ju,13,11,20,73,634,102.88888888888889,3
103.33333333333333,103.45555555555555,Cnc,Pushya,Mo,Sa,Ra,Ju,13,20,0,73,634,102.88888888888889,4
103.45555555555555,103.77222222222223,Cnc,Pushya,Mo,Sa,Ra,Sa,13,27,20,73,635,102.88888888888889,4
103.77222222222223,104.05555555555556,Cnc,Pushya,Mo,Sa,Ra,Me,13,46,20,73,636,102.88888888888889,4
104.05555555555556,104.17222222222222,Cnc,Pushya,Mo,Sa,Ra,Ke,14,3,20,73,637,102.88888888888889,4
104.17222222222222,104.50555555555556,Cnc,Pushya,Mo,Sa,Ra,Ve,14,10,20,73,638,102.88888888888889,4
104.50555555555556,104.60555555555555,Cnc,Pushya,Mo,Sa,Ra,Su,14,30,20,73,639,102.88888888888889,4
104.60555555555555,104.77222222222223,Cnc,Pushya,Mo,Sa,Ra,Mo,14,36,20,73,640,102.88888888888889,4
104.77222222222223,104.88888888888889,Cnc,Pushya,Mo,Sa,Ra,Ma,14,46,20,73,641,102.88888888888889,4
104.88888888888889,105.12583333333333,Cnc,Pushya,Mo,Sa,Ju,Ju,14,53,20,74,642,104.88888888888889,4
105.12583333333333,105.4075,Cnc,Pushya,Mo,Sa,Ju,Sa,15,7,33,74,643,104.88888888888889,4
105.4075,105.65916666666666,Cnc,Pushya,Mo,Sa,Ju,Me,15,24,27,74,644,104.88888888888889,4
105.65916666666666,105.76305555555555,Cnc,Pushya,Mo,Sa,Ju,Ke,15,39,33,74,645,104.88888888888889,4
105.76305555555555,106.05916666666667,Cnc,Pushya,Mo,Sa,Ju,Ve,15,45,47,74,646,104.88888888888889,4
106.05916666666667,106.14805555555556,Cnc,Pushya,Mo,Sa,Ju,Su,16,3,33,74,647,104.88888888888889,4
106.14805555555556,106.29638888888888,Cnc,Pushya,Mo,Sa,Ju,Mo,16,8,53,74,648,104.88888888888889,4
106.29638888888888,106.4,Cnc,Pushya,Mo,Sa,Ju,Ma,16,17,47,74,649,104.88888888888889,4
106.4,106.66666666666667,Cnc,Pushya,Mo,Sa,Ju,Ra,16,24,0,74,650,104.88888888888889,4
106.66666666666667,106.93416666666667,Cnc,Ashlesha,Mo,Me,Me,Me,16,40,0,75,651,106.66666666666667,1
106.93416666666667,107.04444444444445,Cnc,Ashlesha,Mo,Me,Me,Ke,16,56,3,75,652,106.66666666666667,1
107.04444444444445,107.35916666666667,Cnc,Ashlesha,Mo,Me,Me,Ve,17,2,40,75,653,106.66666666666667,1
107.35916666666667,107.45361111111112,Cnc,Ashlesha,Mo,Me,Me,Su,17,21,33,75,654,106.66666666666667,1
107.45361111111112,107.61111111111111,Cnc,Ashlesha,Mo,Me,Me,Mo,17,27,13,75,655,106.66666666666667,1
107.61111111111111,107.7213888888889,Cnc,Ashlesha,Mo,Me,Me,Ma,17,36,40,75,656,106.66666666666667,1
107.7213888888889,108.00472222222223,Cnc,Ashlesha,Mo,Me,Me,Ra,17,43,17,75,657,106.66666666666667,1
108.00472222222223,108.25638888888889,Cnc,Ashlesha,Mo,Me,Me,Ju,18,0,17,75,658,106.66666666666667,1
108.25638888888889,108.55555555555556,Cnc,Ashlesha,Mo,Me,Me,Sa,18,15,23,75,659,106.66666666666667,1
108.55555555555556,108.60083333333333,Cnc,Ashlesha,Mo,Me,Ke,Ke,18,33,20,76,660,108.55555555555556,1
108.60083333333333,108.73055555555555,Cnc,Ashlesha,Mo,Me,Ke,Ve,18,36,3,76,661,108.55555555555556,1
108.73055555555555,108.76944444444445,Cnc,Ashlesha,Mo,Me,Ke,Su,18,43,50,76,662,108.55555555555556,1
108.76944444444445,108.83416666666666,Cnc,Ashlesha,Mo,Me,Ke,Mo,18,46,10,76,663,108.55555555555556,1
108.83416666666666,108.87972222222223,Cnc,Ashlesha,Mo,Me,Ke,Ma,18,50,3,76,664,108.55555555555556,1
108.87972222222223,108.99638888888889,Cnc,Ashlesha,Mo,Me,Ke,Ra,18,52,47,76,665,108.55555555555556,1
108.99638888888889,109.1,Cnc,Ashlesha,Mo,Me,Ke,Ju,18,59,47,76,666,108.55555555555556,1
109.1,109.22305555555556,Cnc,Ashlesha,Mo,Me,Ke,Sa,19,6,0,76,667,108.55555555555556,1
109.22305555555556,109.33333333333333,Cnc,Ashlesha,Mo,Me,Ke,Me,19,13,23,76,668,108.55555555555556,1
109.33333333333333,109.70361111111112,Cnc,Ashlesha,Mo,Me,Ve,Ve,19,20,0,77,669,109.33333333333333,1
109.70361111111112,109.81472222222222,Cnc,Ashlesha,Mo,Me,Ve,Su,19,42,13,77,670,109.33333333333333,1
109.81472222222222,110.0,Cnc,Ashlesha,Mo,Me,Ve,Mo,19,48,53,77,671,109.33333333333333,1
110.0,110.12972222222223,Cnc,Ashlesha,Mo,Me,Ve,Ma,20,0,0,77,672,109.33333333333333,2
110.12972222222223,110.46305555555556,Cnc,Ashlesha,Mo,Me,Ve,Ra,20,7,47,77,673,109.33333333333333,2
110.46305555555556,110.75916666666667,Cnc,Ashlesha,Mo,Me,Ve,Ju,20,27,47,77,674,109.33333333333333,2
110.75916666666667,111.11111111111111,Cnc,Ashlesha,Mo,Me,Ve,Sa,20,45,33,77,675,109.33333333333333,2
111.11111111111111,111.42583333333333,Cnc,Ashlesha,Mo,Me,Ve,Me,21,6,40,77,676,109.33333333333333,2
111.42583333333333,111.55555555555556,Cnc,Ashlesha,Mo,Me,Ve,Ke,21,25,33,77,677,109.33333333333333,2
111.55555555555556,111.58888888888889,Cnc,Ashlesha,Mo,Me,Su,Su,21,33,20,78,678,111.55555555555556,2
111.58888888888889,111.64444444444445,Cnc,Ashlesha,Mo,Me,Su,Mo,21,35,20,78,679,111.55555555555556,2
111.64444444444445,111.68333333333334,Cnc,Ashlesha,Mo,Me,Su,Ma,21,38,40,78,680,111.55555555555556,2
111.68333333333334,111.78333333333333,Cnc,Ashlesha,Mo,Me,Su,Ra,21,41,0,78,681,111.55555555555556,2
111.78333333333333,111.87222222222222,Cnc,Ashlesha,Mo,Me,Su,Ju,21,47,0,78,682,111.55555555555556,2
111.87222222222222,111.97777777777777,Cnc,Ashlesha,Mo,Me,Su,Sa,21,52,20,78,683,111.55555555555556,2
111.97777777777777,112.07222222222222,Cnc,Ashlesha,Mo,Me,Su,Me,21,58,40,78,684,111.55555555555556,2
112.07222222222222,112.11111111111111,Cnc,Ashlesha,Mo,Me,Su,Ke,22,4,20,78,685,111.55555555555556,2
112.11111111111111,112.22222222222223,Cnc,Ashlesha,Mo,Me,Su,Ve,22,6,40,78,686,111.55555555555556,2
112.22222222222223,112.31472222222222,Cnc,Ashlesha,Mo,Me,Mo,Mo,22,13,20,79,687,112.22222222222223,2
112.31472222222222,112.37972222222223,Cnc,Ashlesha,Mo,Me,Mo,Ma,22,18,53,79,688,112.22222222222223,2
112.37972222222223,112.54638888888888,Cnc,Ashlesha,Mo,Me,Mo,Ra,22,22,47,79,689,112.22222222222223,2
112.54638888888888,112.69444444444444,Cnc,Ashlesha,Mo,Me,Mo,Ju,22,32,47,79,690,112.22222222222223,2
112.69444444444444,112.87027777777777,Cnc,Ashlesha,Mo,Me,Mo,Sa,22,41,40,79,691,112.22222222222223,2
112.87027777777777,113.02777777777777,Cnc,Ashlesha,Mo,Me,Mo,Me,22,52,13,79,692,112.22222222222223,2
113.02777777777777,113.0925,Cnc,Ashlesha,Mo,Me,Mo,Ke,23,1,40,79,693,112.22222222222223,2
113.0925,113.27777777777777,Cnc,Ashlesha,Mo,Me,Mo,Ve,23,5,33,79,694,112.22222222222223,2
113.27777777777777,113.33333333333333,Cnc,Ashlesha,Mo,Me,Mo,Su,23,16,40,79,695,112.22222222222223,2
113.33333333333333,113.37861111111111,Cnc,Ashlesha,Mo,Me,Ma,Ma,23,20,0,80,696,113.33333333333333,3
113.37861111111111,113.49527777777777,Cnc,Ashlesha,Mo,Me,Ma,Ra,23,22,43,80,697,113.33333333333333,3
113.49527777777777,113.59916666666666,Cnc,Ashlesha,Mo,Me,Ma,Ju,23,29,43,80,698,113.33333333333333,3
113.59916666666666,113.72222222222223,Cnc,Ashlesha,Mo,Me,Ma,Sa,23,35,57,80,699,113.33333333333333,3
113.72222222222223,113.8325,Cnc,Ashlesha,Mo,Me,Ma,Me,23,43,20,80,700,113.33333333333333,3
113.8325,113.87777777777778,Cnc,Ashlesha,Mo,Me,Ma,Ke,23,49,57,80,701,113.33333333333333,3
113.87777777777778,114.0075,Cnc,Ashlesha,Mo,Me,Ma,Ve,23,52,40,80,702,113.33333333333333,3
114.0075,114.04638888888888,Cnc,Ashlesha,Mo,Me,Ma,Su,24,0,27,80,703,113.33333333333333,3
114.04638888888888,114.11111111111111,Cnc,Ashlesha,Mo,Me,Ma,Mo,24,2,47,80,704,113.33333333333333,3
114.11111111111111,114.41111111111111,Cnc,Ashlesha,Mo,Me,Ra,Ra,24,6,40,81,705,114.11111111111111,3
114.41111111111111,114.67777777777778,Cnc,Ashlesha,Mo,Me,Ra,Ju,24,24,40,81,706,114.11111111111111,3
114.67777777777778,114.99444444444444,Cnc,Ashlesha,Mo,Me,Ra,Sa,24,40,40,81,707,114.11111111111111,3
114.99444444444444,115.27777777777777,Cnc,Ashlesha,Mo,Me,Ra,Me,24,59,40,81,708,114.11111111111111,3
115.27777777777777,115.39444444444445,Cnc,Ashlesha,Mo,Me,Ra,Ke,25,16,40,81,709,114.11111111111111,3
115.39444444444445,115.72777777777777,Cnc,Ashlesha,Mo,Me,Ra,Ve,25,23,40,81,710,114.11111111111111,3
115.72777777777777,115.82777777777778,Cnc,Ashlesha,Mo,Me,Ra,Su,25,43,40,81,711,114.11111111111111,3
115.82777777777778,115.99444444444444,Cnc,Ashlesha,Mo,Me,Ra,Mo,25,49,40,81,712,114.11111111111111,3
115.99444444444444,116.11111111111111,Cnc,Ashlesha,Mo,Me,Ra,Ma,25,59,40,81,713,114.11111111111111,3
116.11111111111111,116.34805555555556,Cnc,Ashlesha,Mo,Me,Ju,Ju,26,6,40,82,714,116.11111111111111,3
116.34805555555556,116.62972222222223,Cnc,Ashlesha,Mo,Me,Ju,Sa,26,20,53,82,715,116.11111111111111,3
116.62972222222223,116.66666666666667,Cnc,Ashlesha,Mo,Me,Ju,Me,26,37,47,82,716,116.11111111111111,3
116.66666666666667,116.88138888888889,Cnc,Ashlesha,Mo,Me,Ju,Me,26,40,0,82,716,116.11111111111111,4
116.88138888888889,116.98527777777778,Cnc,Ashlesha,Mo,Me,Ju,Ke,26,52,53,82,717,116.11111111111111,4
116.98527777777778,117.28138888888888,Cnc,Ashlesha,Mo,Me,Ju,Ve,26,59,7,82,718,116.11111111111111,4
117.28138888888888,117.37027777777777,Cnc,Ashlesha,Mo,Me,Ju,Su,27,16,53,82,719,116.11111111111111,4
117.37027777777777,117.51861111111111,Cnc,Ashlesha,Mo,Me,Ju,Mo,27,22,13,82,720,116.11111111111111,4
117.51861111111111,117.62222222222222,Cnc,Ashlesha,Mo,Me,Ju,Ma,27,31,7,82,721,116.11111111111111,4
117.62222222222222,117.88888888888889,Cnc,Ashlesha,Mo,Me,Ju,Ra,27,37,20,82,722,116.11111111111111,4
117.88888888888889,118.22305555555556,Cnc,Ashlesha,Mo,Me,Sa,Sa,27,53,20,83,723,117.88888888888889,4
118.22305555555556,118.52222222222223,Cnc,Ashlesha,Mo,Me,Sa,Me,28,13,23,83,724,117.88888888888889,4
118.52222222222223,118.64527777777778,Cnc,Ashlesha,Mo,Me,Sa,Ke,28,31,20,83,725,117.88888888888889,4
118.64527777777778,118.99722222222222,Cnc,Ashlesha,Mo,Me,Sa,Ve,28,38,43,83,726,117.88888888888889,4
118.99722222222222,119.10277777777777,Cnc,Ashlesha,Mo,Me,Sa,Su,28,59,50,83,727,117.88888888888889,4
119.10277777777777,119.2786111111111,Cnc,Ashlesha,Mo,Me,Sa,Mo,29,6,10,83,728,117.88888888888889,4
119.2786111111111,119.40194444444444,Cnc,Ashlesha,Mo,Me,Sa,Ma,29,16,43,83,729,117.88888888888889,4
119.40194444444444,119.71861111111112,Cnc,Ashlesha,Mo,Me,Sa,Ra,29,24,7,83,730,117.88888888888889,4
119.71861111111112,120.0,Cnc,Ashlesha,Mo,Me,Sa,Ju,29,43,7,83,731,117.88888888888889,4
120.0,120.04527777777778,Leo,Magha,Su,Ke,Ke,Ke,0,0,0,84,732,120.0,1
120.04527777777778,120.175,Leo,Magha,Su,Ke,Ke,Ve,0,2,43,84,733,120.0,1
120.175,120.21388888888889,Leo,Magha,Su,Ke,Ke,Su,0,10,30,84,734,120.0,1
120.21388888888889,120.2786111111111,Leo,Magha,Su,Ke,Ke,Mo,0,12,50,84,735,120.0,1
120.2786111111111,120.32416666666667,Leo,Magha,Su,Ke,Ke,Ma,0,16,43,84,736,120.0,1
120.32416666666667,120.44083333333333,Leo,Magha,Su,Ke,Ke,Ra,0,19,27,84,737,120.0,1
120.44083333333333,120.54444444444445,Leo,Magha,Su,Ke,Ke,Ju,0,26,27,84,738,120.0,1
120.54444444444445,120.6675,Leo,Magha,Su,Ke,Ke,Sa,0,32,40,84,739,120.0,1
120.6675,120.77777777777777,Leo,Magha,Su,Ke,Ke,Me,0,40,3,84,740,120.0,1
120.77777777777777,121.14805555555556,Leo,Magha,Su,Ke,Ve,Ve,0,46,40,85,741,120.77777777777777,1
121.14805555555556,121.25916666666667,Leo,Magha,Su,Ke,Ve,Su,1,8,53,85,742,120.77777777777777,1
121.25916666666667,121.44444444444444,Leo,Magha,Su,Ke,Ve,Mo,1,15,33,85,743,120.77777777777777,1
121.44444444444444,121.57416666666667,Leo,Magha,Su,Ke,Ve,Ma,1,26,40,85,744,120.77777777777777,1
121.57416666666667,121.9075,Leo,Magha,Su,Ke,Ve,Ra,1,34,27,85,745,120.77777777777777,1
121.9075,122.20361111111112,Leo,Magha,Su,Ke,Ve,Ju,1,54,27,85,746,120.77777777777777,1
122.20361111111112,122.55555555555556,Leo,Magha,Su,Ke,Ve,Sa,2,12,13,85,747,120.77777777777777,1
122.55555555555556,122.87027777777777,Leo,Magha,Su,Ke,Ve,Me,2,33,20,85,748,120.77777777777777,1
122.87027777777777,123.0,Leo,Magha,Su,Ke,Ve,Ke,2,52,13,85,749,120.77777777777777,1
123.0,123.03333333333333,Leo,Magha,Su,Ke,Su,Su,3,0,0,86,750,123.0,1
123.03333333333333,123.08888888888889,Leo,Magha,Su,Ke,Su,Mo,3,2,0,86,751,123.0,1
123.08888888888889,123.12777777777778,Leo,Magha,Su,Ke,Su,Ma,3,5,20,86,752,123.0,1
123.12777777777778,123.22777777777777,Leo,Magha,Su,Ke,Su,Ra,3,7,40,86,753,123.0,1
123.22777777777777,123.31666666666666,Leo,Magha,Su,Ke,Su,Ju,3,13,40,86,754,123.0,1
123.31666666666666,123.33333333333333,Leo,Magha,Su,Ke,Su,Sa,3,19,0,86,755,123.0,1
123.33333333333333,123.42222222222222,Leo,Magha,Su,Ke,Su,Sa,3,20,0,86,755,123.0,2
123.42222222222222,123.51666666666667,Leo,Magha,Su,Ke,Su,Me,3,25,20,86,756,123.0,2
123.51666666666667,123.55555555555556,Leo,Magha,Su,Ke,Su,Ke,3,31,0,86,757,123.0,2
123.55555555555556,123.66666666666667,Leo,Magha,Su,Ke,Su,Ve,3,33,20,86,758,123.0,2
123.66666666666667,123.75916666666667,Leo,Magha,Su,Ke,Mo,Mo,3,40,0,87,759,123.66666666666667,2
123.75916666666667,123.82416666666667,Leo,Magha,Su,Ke,Mo,Ma,3,45,33,87,760,123.66666666666667,2
123.82416666666667,123.99083333333333,Leo,Magha,Su,Ke,Mo,Ra,3,49,27,87,761,123.66666666666667,2
123.99083333333333,124.13888888888889,Leo,Magha,Su,Ke,Mo,Ju,3,59,27,87,762,123.66666666666667,2
124.13888888888889,124.31472222222222,Leo,Magha,Su,Ke,Mo,Sa,4,8,20,87,763,123.66666666666667,2
124.31472222222222,124.47222222222223,Leo,Magha,Su,Ke,Mo,Me,4,18,53,87,764,123.66666666666667,2
124.47222222222223,124.53694444444444,Leo,Magha,Su,Ke,Mo,Ke,4,28,20,87,765,123.66666666666667,2
124.53694444444444,124.72222222222223,Leo,Magha,Su,Ke,Mo,Ve,4,32,13,87,766,123.66666666666667,2
124.72222222222223,124.77777777777777,Leo,Magha,Su,Ke,Mo,Su,4,43,20,87,767,123.66666666666667,2
124.77777777777777,124.82305555555556,Leo,Magha,Su,Ke,Ma,Ma,4,46,40,88,768,124.77777777777777,2
124.82305555555556,124.93972222222222,Leo,Magha,Su,Ke,Ma,Ra,4,49,23,88,769,124.77777777777777,2
124.93972222222222,125.0436111111111,Leo,Magha,Su,Ke,Ma,Ju,4,56,23,88,770,124.77777777777777,2
125.0436111111111,125.16666666666667,Leo,Magha,Su,Ke,Ma,Sa,5,2,37,88,771,124.77777777777777,2
125.16666666666667,125.27694444444444,Leo,Magha,Su,Ke,Ma,Me,5,10,0,88,772,124.77777777777777,2
125.27694444444444,125.32222222222222,Leo,Magha,Su,Ke,Ma,Ke,5,16,37,88,773,124.77777777777777,2
125.32222222222222,125.45194444444445,Leo,Magha,Su,Ke,Ma,Ve,5,19,20,88,774,124.77777777777777,2
125.45194444444445,125.49083333333333,Leo,Magha,Su,Ke,Ma,Su,5,27,7,88,775,124.77777777777777,2
125.49083333333333,125.55555555555556,Leo,Magha,Su,Ke,Ma,Mo,5,29,27,88,776,124.77777777777777,2
125.55555555555556,125.85555555555555,Leo,Magha,Su,Ke,Ra,Ra,5,33,20,89,777,125.55555555555556,2
125.85555555555555,126.12222222222222,Leo,Magha,Su,Ke,Ra,Ju,5,51,20,89,778,125.55555555555556,2
126.12222222222222,126.43888888888888,Leo,Magha,Su,Ke,Ra,Sa,6,7,20,89,779,125.55555555555556,2
126.43888888888888,126.66666666666667,Leo,Magha,Su,Ke,Ra,Me,6,26,20,89,780,125.55555555555556,2
126.66666666666667,126.72222222222223,Leo,Magha,Su,Ke,Ra,Me,6,40,0,89,780,125.55555555555556,3
126.72222222222223,126.83888888888889,Leo,Magha,Su,Ke,Ra,Ke,6,43,20,89,781,125.55555555555556,3
126.83888888888889,127.17222222222222,Leo,Magha,Su,Ke,Ra,Ve,6,50,20,89,782,125.55555555555556,3
127.17222222222222,127.27222222222223,Leo,Magha,Su,Ke,Ra,Su,7,10,20,89,783,125.55555555555556,3
127.27222222222223,127.43888888888888,Leo,Magha,Su,Ke,Ra,Mo,7,16,20,89,784,125.55555555555556,3
127.43888888888888,127.55555555555556,Leo,Magha,Su,Ke,Ra,Ma,7,26,20,89,785,125.55555555555556,3
127.55555555555556,127.7925,Leo,Magha,Su,Ke,Ju,Ju,7,33,20,90,786,127.55555555555556,3
127.7925,128.07416666666666,Leo,Magha,Su,Ke,Ju,Sa,7,47,33,90,787,127.55555555555556,3
128.07416666666666,128.32583333333332,Leo,Magha,Su,Ke,Ju,Me,8,4,27,90,788,127.55555555555556,3
128.32583333333332,128.4297222222222,Leo,Magha,Su,Ke,Ju,Ke,8,19,33,90,789,127.55555555555556,3
128.4297222222222,128.72583333333333,Leo,Magha,Su,Ke,Ju,Ve,8,25,47,90,790,127.55555555555556,3
128.72583333333333,128.81472222222223,Leo,Magha,Su,Ke,Ju,Su,8,43,33,90,791,127.55555555555556,3
128.81472222222223,128.96305555555554,Leo,Magha,Su,Ke,Ju,Mo,8,48,53,90,792,127.55555555555556,3
128.96305555555554,129.06666666666666,Leo,Magha,Su,Ke,Ju,Ma,8,57,47,90,793,127.55555555555556,3
129.06666666666666,129.33333333333334,Leo,Magha,Su,Ke,Ju,Ra,9,4,0,90,794,127.55555555555556,3
129.33333333333334,129.6675,Leo,Magha,Su,Ke,Sa,Sa,9,20,0,91,795,129.33333333333334,3
129.6675,129.96666666666667,Leo,Magha,Su,Ke,Sa,Me,9,40,3,91,796,129.33333333333334,3
129.96666666666667,130.0,Leo,Magha,Su,Ke,Sa,Ke,9,58,0,91,797,129.33333333333334,3
130.0,130.08972222222224,Leo,Magha,Su,Ke,Sa,Ke,10,0,0,91,797,129.33333333333334,4
130.08972222222224,130.44166666666666,Leo,Magha,Su,Ke,Sa,Ve,10,5,23,91,798,129.33333333333334,4
130.44166666666666,130.54722222222222,Leo,Magha,Su,Ke,Sa,Su,10,26,30,91,799,129.33333333333334,4
130.54722222222222,130.72305555555556,Leo,Magha,Su,Ke,Sa,Mo,10,32,50,91,800,129.33333333333334,4
130.72305555555556,130.8463888888889,Leo,Magha,Su,Ke,Sa,Ma,10,43,23,91,801,129.33333333333334,4
130.8463888888889,131.16305555555556,Leo,Magha,Su,Ke,Sa,Ra,10,50,47,91,802,129.33333333333334,4
131.16305555555556,131.44444444444446,Leo,Magha,Su,Ke,Sa,Ju,11,9,47,91,803,129.33333333333334,4
131.44444444444446,131.71194444444444,Leo,Magha,Su,Ke,Me,Me,11,26,40,92,804,131.44444444444446,4
131.71194444444444,131.82222222222222,Leo,Magha,Su,Ke,Me,Ke,11,42,43,92,805,131.44444444444446,4
131.82222222222222,132.13694444444445,Leo,Magha,Su,Ke,Me,Ve,11,49,20,92,806,131.44444444444446,4
132.13694444444445,132.2313888888889,Leo,Magha,Su,Ke,Me,Su,12,8,13,92,807,131.44444444444446,4
132.2313888888889,132.38888888888889,Leo,Magha,Su,Ke,Me,Mo,12,13,53,92,808,131.44444444444446,4
132.38888888888889,132.49916666666667,Leo,Magha,Su,Ke,Me,Ma,12,23,20,92,809,131.44444444444446,4
132.49916666666667,132.7825,Leo,Magha,Su,Ke,Me,Ra,12,29,57,92,810,131.44444444444446,4
132.7825,133.03416666666666,Leo,Magha,Su,Ke,Me,Ju,12,46,57,92,811,131.44444444444446,4
