From,To,Sign,Star,Sign-Lord,Star-Lord,Sub-Lord,Sub-Sub-Lord,Degree,Min,Second,KS-N,CIL-N,KS-D,paada
176.98527777777778,177.2813888888889,Vir,Chitra,Me,Ma,Ju,Ve,26,59,7,123,1079,176.11111111111111,2
177.2813888888889,177.37027777777777,Vir,Chitra,Me,Ma,Ju,Su,27,16,53,123,1080,176.11111111111111,2
177.37027777777777,177.5186111111111,Vir,Chitra,Me,Ma,Ju,Mo,27,22,13,123,1081,176.11111111111111,2
177.5186111111111,177.62222222222223,Vir,Chitra,Me,Ma,Ju,Ma,27,31,7,123,1082,176.11111111111111,2
177.62222222222223,177.88888888888889,Vir,Chitra,Me,Ma,Ju,Ra,27,37,20,123,1083,176.11111111111111,2
177.88888888888889,178.22305555555556,Vir,Chitra,Me,Ma,Sa,Sa,27,53,20,124,1084,177.88888888888889,2
178.22305555555556,178.5222222222222,Vir,Chitra,Me,Ma,Sa,Me,28,13,23,124,1085,177.88888888888889,2
178.5222222222222,178.64527777777778,Vir,Chitra,Me,Ma,Sa,Ke,28,31,20,124,1086,177.88888888888889,2
178.64527777777778,178.99722222222223,Vir,Chitra,Me,Ma,Sa,Ve,28,38,43,124,1087,177.88888888888889,2
178.99722222222223,179.1027777777778,Vir,Chitra,Me,Ma,Sa,Su,28,59,50,124,1088,177.88888888888889,2
179.1027777777778,179.2786111111111,Vir,Chitra,Me,Ma,Sa,Mo,29,6,10,124,1089,177.88888888888889,2
179.2786111111111,179.40194444444444,Vir,Chitra,Me,Ma,Sa,Ma,29,16,43,124,1090,177.88888888888889,2
179.40194444444444,179.7186111111111,Vir,Chitra,Me,Ma,Sa,Ra,29,24,7,124,1091,177.88888888888889,2
179.7186111111111,180.0,Vir,Chitra,Me,Ma,Sa,Ju,29,43,7,124,1092,177.88888888888889,2
180.0,180.2675,Lib,Chitra,Ve,Ma,Me,Me,0,0,0,125,1093,180.0,3
180.2675,180.37777777777777,Lib,Chitra,Ve,Ma,Me,Ke,0,16,3,125,1094,180.0,3
180.37777777777777,180.6925,Lib,Chitra,Ve,Ma,Me,Ve,0,22,40,125,1095,180.0,3
180.6925,180.78694444444446,Lib,Chitra,Ve,Ma,Me,Su,0,41,33,125,1096,180.0,3
180.78694444444446,180.94444444444446,Lib,Chitra,Ve,Ma,Me,Mo,0,47,13,125,1097,180.0,3
180.94444444444446,181.0547222222222,Lib,Chitra,Ve,Ma,Me,Ma,0,56,40,125,1098,180.0,3
181.0547222222222,181.33805555555554,Lib,Chitra,Ve,Ma,Me,Ra,1,3,17,125,1099,180.0,3
181.33805555555554,181.58972222222224,Lib,Chitra,Ve,Ma,Me,Ju,1,20,17,125,1100,180.0,3
181.58972222222224,181.88888888888889,Lib,Chitra,Ve,Ma,Me,Sa,1,35,23,125,1101,180.0,3
181.88888888888889,181.93416666666667,Lib,Chitra,Ve,Ma,Ke,Ke,1,53,20,126,1102,181.88888888888889,3
181.93416666666667,182.0638888888889,Lib,Chitra,Ve,Ma,Ke,Ve,1,56,3,126,1103,181.88888888888889,3
182.0638888888889,182.1027777777778,Lib,Chitra,Ve,Ma,Ke,Su,2,3,50,126,1104,181.88888888888889,3
182.1027777777778,182.1675,Lib,Chitra,Ve,Ma,Ke,Mo,2,6,10,126,1105,181.88888888888889,3
182.1675,182.21305555555554,Lib,Chitra,Ve,Ma,Ke,Ma,2,10,3,126,1106,181.88888888888889,3
182.21305555555554,182.32972222222222,Lib,Chitra,Ve,Ma,Ke,Ra,2,12,47,126,1107,181.88888888888889,3
182.32972222222222,182.43333333333334,Lib,Chitra,Ve,Ma,Ke,Ju,2,19,47,126,1108,181.88888888888889,3
182.43333333333334,182.55638888888888,Lib,Chitra,Ve,Ma,Ke,Sa,2,26,0,126,1109,181.88888888888889,3
182.55638888888888,182.66666666666666,Lib,Chitra,Ve,Ma,Ke,Me,2,33,23,126,1110,181.88888888888889,3
182.66666666666666,183.03694444444446,Lib,Chitra,Ve,Ma,Ve,Ve,2,40,0,127,1111,182.66666666666666,3
183.03694444444446,183.14805555555554,Lib,Chitra,Ve,Ma,Ve,Su,3,2,13,127,1112,182.66666666666666,3
183.14805555555554,183.33333333333334,Lib,Chitra,Ve,Ma,Ve,Mo,3,8,53,127,1113,182.66666666666666,3
183.33333333333334,183.46305555555554,Lib,Chitra,Ve,Ma,Ve,Ma,3,20,0,127,1114,182.66666666666666,4
183.46305555555554,183.79638888888888,Lib,Chitra,Ve,Ma,Ve,Ra,3,27,47,127,1115,182.66666666666666,4
183.79638888888888,184.0925,Lib,Chitra,Ve,Ma,Ve,Ju,3,47,47,127,1116,182.66666666666666,4
184.0925,184.44444444444446,Lib,Chitra,Ve,Ma,Ve,Sa,4,5,33,127,1117,182.66666666666666,4
184.44444444444446,184.75916666666666,Lib,Chitra,Ve,Ma,Ve,Me,4,26,40,127,1118,182.66666666666666,4
184.75916666666666,184.88888888888889,Lib,Chitra,Ve,Ma,Ve,Ke,4,45,33,127,1119,182.66666666666666,4
184.88888888888889,184.92222222222222,Lib,Chitra,Ve,Ma,Su,Su,4,53,20,128,1120,184.88888888888889,4
184.92222222222222,184.9777777777778,Lib,Chitra,Ve,Ma,Su,Mo,4,55,20,128,1121,184.88888888888889,4
184.9777777777778,185.01666666666668,Lib,Chitra,Ve,Ma,Su,Ma,4,58,40,128,1122,184.88888888888889,4
185.01666666666668,185.11666666666667,Lib,Chitra,Ve,Ma,Su,Ra,5,1,0,128,1123,184.88888888888889,4
185.11666666666667,185.20555555555555,Lib,Chitra,Ve,Ma,Su,Ju,5,7,0,128,1124,184.88888888888889,4
185.20555555555555,185.3111111111111,Lib,Chitra,Ve,Ma,Su,Sa,5,12,20,128,1125,184.88888888888889,4
185.3111111111111,185.40555555555557,Lib,Chitra,Ve,Ma,Su,Me,5,18,40,128,1126,184.88888888888889,4
185.40555555555557,185.44444444444446,Lib,Chitra,Ve,Ma,Su,Ke,5,24,20,128,1127,184.88888888888889,4
185.44444444444446,185.55555555555554,Lib,Chitra,Ve,Ma,Su,Ve,5,26,40,128,1128,184.88888888888889,4
185.55555555555554,185.64805555555554,Lib,Chitra,Ve,Ma,Mo,Mo,5,33,20,129,1129,185.55555555555554,4
185.64805555555554,185.71305555555554,Lib,Chitra,Ve,Ma,Mo,Ma,5,38,53,129,1130,185.55555555555554,4
185.71305555555554,185.87972222222223,Lib,Chitra,Ve,Ma,Mo,Ra,5,42,47,129,1131,185.55555555555554,4
185.87972222222223,186.02777777777777,Lib,Chitra,Ve,Ma,Mo,Ju,5,52,47,129,1132,185.55555555555554,4
186.02777777777777,186.20361111111112,Lib,Chitra,Ve,Ma,Mo,Sa,6,1,40,129,1133,185.55555555555554,4
186.20361111111112,186.36111111111111,Lib,Chitra,Ve,Ma,Mo,Me,6,12,13,129,1134,185.55555555555554,4
186.36111111111111,186.42583333333334,Lib,Chitra,Ve,Ma,Mo,Ke,6,21,40,129,1135,185.55555555555554,4
186.42583333333334,186.61111111111111,Lib,Chitra,Ve,Ma,Mo,Ve,6,25,33,129,1136,185.55555555555554,4
186.61111111111111,186.66666666666666,Lib,Chitra,Ve,Ma,Mo,Su,6,36,40,129,1137,185.55555555555554,4
186.66666666666666,186.96666666666667,Lib,Swati,Ve,Ra,Ra,Ra,6,40,0,130,1138,186.66666666666666,1
186.96666666666667,187.23333333333332,Lib,Swati,Ve,Ra,Ra,Ju,6,58,0,130,1139,186.66666666666666,1
187.23333333333332,187.55,Lib,Swati,Ve,Ra,Ra,Sa,7,14,0,130,1140,186.66666666666666,1
187.55,187.83333333333334,Lib,Swati,Ve,Ra,Ra,Me,7,33,0,130,1141,186.66666666666666,1
187.83333333333334,187.95,Lib,Swati,Ve,Ra,Ra,Ke,7,50,0,130,1142,186.66666666666666,1
187.95,188.28333333333333,Lib,Swati,Ve,Ra,Ra,Ve,7,57,0,130,1143,186.66666666666666,1
188.28333333333333,188.38333333333333,Lib,Swati,Ve,Ra,Ra,Su,8,17,0,130,1144,186.66666666666666,1
188.38333333333333,188.55,Lib,Swati,Ve,Ra,Ra,Mo,8,23,0,130,1145,186.66666666666666,1
188.55,188.66666666666666,Lib,Swati,Ve,Ra,Ra,Ma,8,33,0,130,1146,186.66666666666666,1
188.66666666666666,188.9036111111111,Lib,Swati,Ve,Ra,Ju,Ju,8,40,0,131,1147,188.66666666666666,1
188.9036111111111,189.18527777777777,Lib,Swati,Ve,Ra,Ju,Sa,8,54,13,131,1148,188.66666666666666,1
189.18527777777777,189.43694444444444,Lib,Swati,Ve,Ra,Ju,Me,9,11,7,131,1149,188.66666666666666,1
189.43694444444444,189.54083333333332,Lib,Swati,Ve,Ra,Ju,Ke,9,26,13,131,1150,188.66666666666666,1
189.54083333333332,189.83694444444444,Lib,Swati,Ve,Ra,Ju,Ve,9,32,27,131,1151,188.66666666666666,1
189.83694444444444,189.92583333333334,Lib,Swati,Ve,Ra,Ju,Su,9,50,13,131,1152,188.66666666666666,1
189.92583333333334,190.0,Lib,Swati,Ve,Ra,Ju,Mo,9,55,33,131,1153,188.66666666666666,1
190.0,190.07416666666666,Lib,Swati,Ve,Ra,Ju,Mo,10,0,0,131,1153,188.66666666666666,2
190.07416666666666,190.17777777777778,Lib,Swati,Ve,Ra,Ju,Ma,10,4,27,131,1154,188.66666666666666,2
190.17777777777778,190.44444444444446,Lib,Swati,Ve,Ra,Ju,Ra,10,10,40,131,1155,188.66666666666666,2
190.44444444444446,190.7786111111111,Lib,Swati,Ve,Ra,Sa,Sa,10,26,40,132,1156,190.44444444444446,2
190.7786111111111,191.07777777777778,Lib,Swati,Ve,Ra,Sa,Me,10,46,43,132,1157,190.44444444444446,2
191.07777777777778,191.20083333333332,Lib,Swati,Ve,Ra,Sa,Ke,11,4,40,132,1158,190.44444444444446,2
191.20083333333332,191.55277777777778,Lib,Swati,Ve,Ra,Sa,Ve,11,12,3,132,1159,190.44444444444446,2
191.55277777777778,191.65833333333333,Lib,Swati,Ve,Ra,Sa,Su,11,33,10,132,1160,190.44444444444446,2
191.65833333333333,191.83416666666668,Lib,Swati,Ve,Ra,Sa,Mo,11,39,30,132,1161,190.44444444444446,2
191.83416666666668,191.9575,Lib,Swati,Ve,Ra,Sa,Ma,11,50,3,132,1162,190.44444444444446,2
191.9575,192.27416666666667,Lib,Swati,Ve,Ra,Sa,Ra,11,57,27,132,1163,190.44444444444446,2
192.27416666666667,192.55555555555554,Lib,Swati,Ve,Ra,Sa,Ju,12,16,27,132,1164,190.44444444444446,2
192.55555555555554,192.82305555555556,Lib,Swati,Ve,Ra,Me,Me,12,33,20,133,1165,192.55555555555554,2
192.82305555555556,192.93333333333334,Lib,Swati,Ve,Ra,Me,Ke,12,49,23,133,1166,192.55555555555554,2
192.93333333333334,193.24805555555557,Lib,Swati,Ve,Ra,Me,Ve,12,56,0,133,1167,192.55555555555554,2
193.24805555555557,193.33333333333334,Lib,Swati,Ve,Ra,Me,Su,13,14,53,133,1168,192.55555555555554,2
193.33333333333334,193.3425,Lib,Swati,Ve,Ra,Me,Su,13,20,0,133,1168,192.55555555555554,3
193.3425,193.5,Lib,Swati,Ve,Ra,Me,Mo,13,20,33,133,1169,192.55555555555554,3
193.5,193.61027777777778,Lib,Swati,Ve,Ra,Me,Ma,13,30,0,133,1170,192.55555555555554,3
193.61027777777778,193.8936111111111,Lib,Swati,Ve,Ra,Me,Ra,13,36,37,133,1171,192.55555555555554,3
193.8936111111111,194.14527777777778,Lib,Swati,Ve,Ra,Me,Ju,13,53,37,133,1172,192.55555555555554,3
194.14527777777778,194.44444444444446,Lib,Swati,Ve,Ra,Me,Sa,14,8,43,133,1173,192.55555555555554,3
194.44444444444446,194.4897222222222,Lib,Swati,Ve,Ra,Ke,Ke,14,26,40,134,1174,194.44444444444446,3
194.4897222222222,194.61944444444444,Lib,Swati,Ve,Ra,Ke,Ve,14,29,23,134,1175,194.44444444444446,3
194.61944444444444,194.65833333333333,Lib,Swati,Ve,Ra,Ke,Su,14,37,10,134,1176,194.44444444444446,3
194.65833333333333,194.72305555555556,Lib,Swati,Ve,Ra,Ke,Mo,14,39,30,134,1177,194.44444444444446,3
194.72305555555556,194.7686111111111,Lib,Swati,Ve,Ra,Ke,Ma,14,43,23,134,1178,194.44444444444446,3
194.7686111111111,194.8852777777778,Lib,Swati,Ve,Ra,Ke,Ra,14,46,7,134,1179,194.44444444444446,3
194.8852777777778,194.98888888888888,Lib,Swati,Ve,Ra,Ke,Ju,14,53,7,134,1180,194.44444444444446,3
194.98888888888888,195.11194444444445,Lib,Swati,Ve,Ra,Ke,Sa,14,59,20,134,1181,194.44444444444446,3
195.11194444444445,195.22222222222223,Lib,Swati,Ve,Ra,Ke,Me,15,6,43,134,1182,194.44444444444446,3
195.22222222222223,195.5925,Lib,Swati,Ve,Ra,Ve,Ve,15,13,20,135,1183,195.22222222222223,3
195.5925,195.70361111111112,Lib,Swati,Ve,Ra,Ve,Su,15,35,33,135,1184,195.22222222222223,3
195.70361111111112,195.88888888888889,Lib,Swati,Ve,Ra,Ve,Mo,15,42,13,135,1185,195.22222222222223,3
195.88888888888889,196.0186111111111,Lib,Swati,Ve,Ra,Ve,Ma,15,53,20,135,1186,195.22222222222223,3
196.0186111111111,196.35194444444446,Lib,Swati,Ve,Ra,Ve,Ra,16,1,7,135,1187,195.22222222222223,3
196.35194444444446,196.64805555555554,Lib,Swati,Ve,Ra,Ve,Ju,16,21,7,135,1188,195.22222222222223,3
196.64805555555554,196.66666666666666,Lib,Swati,Ve,Ra,Ve,Sa,16,38,53,135,1189,195.22222222222223,3
196.66666666666666,197.0,Lib,Swati,Ve,Ra,Ve,Sa,16,40,0,135,1189,195.22222222222223,4
197.0,197.31472222222223,Lib,Swati,Ve,Ra,Ve,Me,17,0,0,135,1190,195.22222222222223,4
197.31472222222223,197.44444444444446,Lib,Swati,Ve,Ra,Ve,Ke,17,18,53,135,1191,195.22222222222223,4
197.44444444444446,197.4777777777778,Lib,Swati,Ve,Ra,Su,Su,17,26,40,136,1192,197.44444444444446,4
197.4777777777778,197.53333333333333,Lib,Swati,Ve,Ra,Su,Mo,17,28,40,136,1193,197.44444444444446,4
197.53333333333333,197.57222222222222,Lib,Swati,Ve,Ra,Su,Ma,17,32,0,136,1194,197.44444444444446,4
197.57222222222222,197.67222222222222,Lib,Swati,Ve,Ra,Su,Ra,17,34,20,136,1195,197.44444444444446,4
197.67222222222222,197.76111111111112,Lib,Swati,Ve,Ra,Su,Ju,17,40,20,136,1196,197.44444444444446,4
197.76111111111112,197.86666666666667,Lib,Swati,Ve,Ra,Su,Sa,17,45,40,136,1197,197.44444444444446,4
197.86666666666667,197.9611111111111,Lib,Swati,Ve,Ra,Su,Me,17,52,0,136,1198,197.44444444444446,4
197.9611111111111,198.0,Lib,Swati,Ve,Ra,Su,Ke,17,57,40,136,1199,197.44444444444446,4
198.0,198.11111111111111,Lib,Swati,Ve,Ra,Su,Ve,18,0,0,136,1200,197.44444444444446,4
198.11111111111111,198.20361111111112,Lib,Swati,Ve,Ra,Mo,Mo,18,6,40,137,1201,198.11111111111111,4
198.20361111111112,198.2686111111111,Lib,Swati,Ve,Ra,Mo,Ma,18,12,13,137,1202,198.11111111111111,4
198.2686111111111,198.43527777777777,Lib,Swati,Ve,Ra,Mo,Ra,18,16,7,137,1203,198.11111111111111,4
198.43527777777777,198.58333333333334,Lib,Swati,Ve,Ra,Mo,Ju,18,26,7,137,1204,198.11111111111111,4
198.58333333333334,198.75916666666666,Lib,Swati,Ve,Ra,Mo,Sa,18,35,0,137,1205,198.11111111111111,4
198.75916666666666,198.91666666666666,Lib,Swati,Ve,Ra,Mo,Me,18,45,33,137,1206,198.11111111111111,4
198.91666666666666,198.9813888888889,Lib,Swati,Ve,Ra,Mo,Ke,18,55,0,137,1207,198.11111111111111,4
198.9813888888889,199.16666666666666,Lib,Swati,Ve,Ra,Mo,Ve,18,58,53,137,1208,198.11111111111111,4
199.16666666666666,199.22222222222223,Lib,Swati,Ve,Ra,Mo,Su,19,10,0,137,1209,198.11111111111111,4
199.22222222222223,199.2675,Lib,Swati,Ve,Ra,Ma,Ma,19,13,20,138,1210,199.22222222222223,4
199.2675,199.38416666666666,Lib,Swati,Ve,Ra,Ma,Ra,19,16,3,138,1211,199.22222222222223,4
199.38416666666666,199.48805555555555,Lib,Swati,Ve,Ra,Ma,Ju,19,23,3,138,1212,199.22222222222223,4
199.48805555555555,199.61111111111111,Lib,Swati,Ve,Ra,Ma,Sa,19,29,17,138,1213,199.22222222222223,4
199.61111111111111,199.7213888888889,Lib,Swati,Ve,Ra,Ma,Me,19,36,40,138,1214,199.22222222222223,4
199.7213888888889,199.76666666666668,Lib,Swati,Ve,Ra,Ma,Ke,19,43,17,138,1215,199.22222222222223,4
199.76666666666668,199.89638888888888,Lib,Swati,Ve,Ra,Ma,Ve,19,46,0,138,1216,199.22222222222223,4
199.89638888888888,199.93527777777777,Lib,Swati,Ve,Ra,Ma,Su,19,53,47,138,1217,199.22222222222223,4
199.93527777777777,200.0,Lib,Swati,Ve,Ra,Ma,Mo,19,56,7,138,1218,199.22222222222223,4
200.0,200.23694444444445,Lib,Vishakha,Ve,Ju,Ju,Ju,20,0,0,139,1219,200.0,1
200.23694444444445,200.5186111111111,Lib,Vishakha,Ve,Ju,Ju,Sa,20,14,13,139,1220,200.0,1
200.5186111111111,200.77027777777778,Lib,Vishakha,Ve,Ju,Ju,Me,20,31,7,139,1221,200.0,1
200.77027777777778,200.87416666666667,Lib,Vishakha,Ve,Ju,Ju,Ke,20,46,13,139,1222,200.0,1
200.87416666666667,201.17027777777778,Lib,Vishakha,Ve,Ju,Ju,Ve,20,52,27,139,1223,200.0,1
201.17027777777778,201.25916666666666,Lib,Vishakha,Ve,Ju,Ju,Su,21,10,13,139,1224,200.0,1
201.25916666666666,201.4075,Lib,Vishakha,Ve,Ju,Ju,Mo,21,15,33,139,1225,200.0,1
201.4075,201.51111111111112,Lib,Vishakha,Ve,Ju,Ju,Ma,21,24,27,139,1226,200.0,1
201.51111111111112,201.77777777777777,Lib,Vishakha,Ve,Ju,Ju,Ra,21,30,40,139,1227,200.0,1
201.77777777777777,202.11194444444445,Lib,Vishakha,Ve,Ju,Sa,Sa,21,46,40,140,1228,201.77777777777777,1
202.11194444444445,202.4111111111111,Lib,Vishakha,Ve,Ju,Sa,Me,22,6,43,140,1229,201.77777777777777,1
202.4111111111111,202.53416666666666,Lib,Vishakha,Ve,Ju,Sa,Ke,22,24,40,140,1230,201.77777777777777,1
202.53416666666666,202.88611111111112,Lib,Vishakha,Ve,Ju,Sa,Ve,22,32,3,140,1231,201.77777777777777,1
202.88611111111112,202.99166666666667,Lib,Vishakha,Ve,Ju,Sa,Su,22,53,10,140,1232,201.77777777777777,1
202.99166666666667,203.1675,Lib,Vishakha,Ve,Ju,Sa,Mo,22,59,30,140,1233,201.77777777777777,1
203.1675,203.29083333333332,Lib,Vishakha,Ve,Ju,Sa,Ma,23,10,3,140,1234,201.77777777777777,1
203.29083333333332,203.33333333333334,Lib,Vishakha,Ve,Ju,Sa,Ra,23,17,27,140,1235,201.77777777777777,1
203.33333333333334,203.6075,Lib,Vishakha,Ve,Ju,Sa,Ra,23,20,0,140,1235,201.77777777777777,2
203.6075,203.88888888888889,Lib,Vishakha,Ve,Ju,Sa,Ju,23,36,27,140,1236,201.77777777777777,2
203.88888888888889,204.1563888888889,Lib,Vishakha,Ve,Ju,Me,Me,23,53,20,141,1237,203.88888888888889,2
204.1563888888889,204.26666666666668,Lib,Vishakha,Ve,Ju,Me,Ke,24,9,23,141,1238,203.88888888888889,2
204.26666666666668,204.58138888888888,Lib,Vishakha,Ve,Ju,Me,Ve,24,16,0,141,1239,203.88888888888889,2
204.58138888888888,204.67583333333334,Lib,Vishakha,Ve,Ju,Me,Su,24,34,53,141,1240,203.88888888888889,2
204.67583333333334,204.83333333333334,Lib,Vishakha,Ve,Ju,Me,Mo,24,40,33,141,1241,203.88888888888889,2
204.83333333333334,204.94361111111112,Lib,Vishakha,Ve,Ju,Me,Ma,24,50,0,141,1242,203.88888888888889,2
204.94361111111112,205.22694444444446,Lib,Vishakha,Ve,Ju,Me,Ra,24,56,37,141,1243,203.88888888888889,2
205.22694444444446,205.47861111111112,Lib,Vishakha,Ve,Ju,Me,Ju,25,13,37,141,1244,203.88888888888889,2
205.47861111111112,205.77777777777777,Lib,Vishakha,Ve,Ju,Me,Sa,25,28,43,141,1245,203.88888888888889,2
205.77777777777777,205.82305555555556,Lib,Vishakha,Ve,Ju,Ke,Ke,25,46,40,142,1246,205.77777777777777,2
205.82305555555556,205.95277777777778,Lib,Vishakha,Ve,Ju,Ke,Ve,25,49,23,142,1247,205.77777777777777,2
205.95277777777778,205.99166666666667,Lib,Vishakha,Ve,Ju,Ke,Su,25,57,10,142,1248,205.77777777777777,2
205.99166666666667,206.05638888888888,Lib,Vishakha,Ve,Ju,Ke,Mo,25,59,30,142,1249,205.77777777777777,2
206.05638888888888,206.10194444444446,Lib,Vishakha,Ve,Ju,Ke,Ma,26,3,23,142,1250,205.77777777777777,2
206.10194444444446,206.2186111111111,Lib,Vishakha,Ve,Ju,Ke,Ra,26,6,7,142,1251,205.77777777777777,2
206.2186111111111,206.32222222222222,Lib,Vishakha,Ve,Ju,Ke,Ju,26,13,7,142,1252,205.77777777777777,2
206.32222222222222,206.4452777777778,Lib,Vishakha,Ve,Ju,Ke,Sa,26,19,20,142,1253,205.77777777777777,2
206.4452777777778,206.55555555555554,Lib,Vishakha,Ve,Ju,Ke,Me,26,26,43,142,1254,205.77777777777777,2
206.55555555555554,206.66666666666666,Lib,Vishakha,Ve,Ju,Ve,Ve,26,33,20,143,1255,206.55555555555554,2
206.66666666666666,206.92583333333334,Lib,Vishakha,Ve,Ju,Ve,Ve,26,40,0,143,1255,206.55555555555554,3
206.92583333333334,207.03694444444446,Lib,Vishakha,Ve,Ju,Ve,Su,26,55,33,143,1256,206.55555555555554,3
207.03694444444446,207.22222222222223,Lib,Vishakha,Ve,Ju,Ve,Mo,27,2,13,143,1257,206.55555555555554,3
207.22222222222223,207.35194444444446,Lib,Vishakha,Ve,Ju,Ve,Ma,27,13,20,143,1258,206.55555555555554,3
207.35194444444446,207.68527777777777,Lib,Vishakha,Ve,Ju,Ve,Ra,27,21,7,143,1259,206.55555555555554,3
207.68527777777777,207.9813888888889,Lib,Vishakha,Ve,Ju,Ve,Ju,27,41,7,143,1260,206.55555555555554,3
207.9813888888889,208.33333333333334,Lib,Vishakha,Ve,Ju,Ve,Sa,27,58,53,143,1261,206.55555555555554,3
208.33333333333334,208.64805555555554,Lib,Vishakha,Ve,Ju,Ve,Me,28,20,0,143,1262,206.55555555555554,3
208.64805555555554,208.77777777777777,Lib,Vishakha,Ve,Ju,Ve,Ke,28,38,53,143,1263,206.55555555555554,3
208.77777777777777,208.8111111111111,Lib,Vishakha,Ve,Ju,Su,Su,28,46,40,144,1264,208.77777777777777,3
208.8111111111111,208.86666666666667,Lib,Vishakha,Ve,Ju,Su,Mo,28,48,40,144,1265,208.77777777777777,3
208.86666666666667,208.90555555555557,Lib,Vishakha,Ve,Ju,Su,Ma,28,52,0,144,1266,208.77777777777777,3
208.90555555555557,209.00555555555556,Lib,Vishakha,Ve,Ju,Su,Ra,28,54,20,144,1267,208.77777777777777,3
209.00555555555556,209.09444444444443,Lib,Vishakha,Ve,Ju,Su,Ju,29,0,20,144,1268,208.77777777777777,3
209.09444444444443,209.2,Lib,Vishakha,Ve,Ju,Su,Sa,29,5,40,144,1269,208.77777777777777,3
209.2,209.29444444444445,Lib,Vishakha,Ve,Ju,Su,Me,29,12,0,144,1270,208.77777777777777,3
209.29444444444445,209.33333333333334,Lib,Vishakha,Ve,Ju,Su,Ke,29,17,40,144,1271,208.77777777777777,3
209.33333333333334,209.44444444444446,Lib,Vishakha,Ve,Ju,Su,Ve,29,20,0,144,1272,208.77777777777777,3
209.44444444444446,209.53694444444446,Lib,Vishakha,Ve,Ju,Mo,Mo,29,26,40,145,1273,209.44444444444446,3
209.53694444444446,209.60194444444446,Lib,Vishakha,Ve,Ju,Mo,Ma,29,32,13,145,1274,209.44444444444446,3
209.60194444444446,209.7686111111111,Lib,Vishakha,Ve,Ju,Mo,Ra,29,36,7,145,1275,209.44444444444446,3
209.7686111111111,209.91666666666666,Lib,Vishakha,Ve,Ju,Mo,Ju,29,46,7,145,1276,209.44444444444446,3
209.91666666666666,210.0,Lib,Vishakha,Ve,Ju,Mo,Sa,29,55,0,145,1277,209.44444444444446,3
210.0,210.0925,Sco,Vishakha,Ma,Ju,Mo,Sa,0,0,0,146,1278,210.0,4
210.0925,210.25,Sco,Vishakha,Ma,Ju,Mo,Me,0,5,33,146,1279,210.0,4
210.25,210.31472222222223,Sco,Vishakha,Ma,Ju,Mo,Ke,0,15,0,146,1280,210.0,4
210.31472222222223,210.5,Sco,Vishakha,Ma,Ju,Mo,Ve,0,18,53,146,1281,210.0,4
210.5,210.55555555555554,Sco,Vishakha,Ma,Ju,Mo,Su,0,30,0,146,1282,210.0,4
210.55555555555554,210.60083333333333,Sco,Vishakha,Ma,Ju,Ma,Ma,0,33,20,147,1283,210.55555555555554,4
210.60083333333333,210.7175,Sco,Vishakha,Ma,Ju,Ma,Ra,0,36,3,147,1284,210.55555555555554,4
210.7175,210.8213888888889,Sco,Vishakha,Ma,Ju,Ma,Ju,0,43,3,147,1285,210.55555555555554,4
210.8213888888889,210.94444444444446,Sco,Vishakha,Ma,Ju,Ma,Sa,0,49,17,147,1286,210.55555555555554,4
210.94444444444446,211.0547222222222,Sco,Vishakha,Ma,Ju,Ma,Me,0,56,40,147,1287,210.55555555555554,4
211.0547222222222,211.1,Sco,Vishakha,Ma,Ju,Ma,Ke,1,3,17,147,1288,210.55555555555554,4
211.1,211.22972222222222,Sco,Vishakha,Ma,Ju,Ma,Ve,1,6,0,147,1289,210.55555555555554,4
211.22972222222222,211.2686111111111,Sco,Vishakha,Ma,Ju,Ma,Su,1,13,47,147,1290,210.55555555555554,4
211.2686111111111,211.33333333333334,Sco,Vishakha,Ma,Ju,Ma,Mo,1,16,7,147,1291,210.55555555555554,4
211.33333333333334,211.63333333333333,Sco,Vishakha,Ma,Ju,Ra,Ra,1,20,0,148,1292,211.33333333333334,4
211.63333333333333,211.9,Sco,Vishakha,Ma,Ju,Ra,Ju,1,38,0,148,1293,211.33333333333334,4
211.9,212.21666666666667,Sco,Vishakha,Ma,Ju,Ra,Sa,1,54,0,148,1294,211.33333333333334,4
212.21666666666667,212.5,Sco,Vishakha,Ma,Ju,Ra,Me,2,13,0,148,1295,211.33333333333334,4
212.5,212.61666666666667,Sco,Vishakha,Ma,Ju,Ra,Ke,2,30,0,148,1296,211.33333333333334,4
212.61666666666667,212.95,Sco,Vishakha,Ma,Ju,Ra,Ve,2,37,0,148,1297,211.33333333333334,4
212.95,213.05,Sco,Vishakha,Ma,Ju,Ra,Su,2,57,0,148,1298,211.33333333333334,4
213.05,213.21666666666667,Sco,Vishakha,Ma,Ju,Ra,Mo,3,3,0,148,1299,211.33333333333334,4
213.21666666666667,213.33333333333334,Sco,Vishakha,Ma,Ju,Ra,Ma,3,13,0,148,1300,211.33333333333334,4
213.33333333333334,213.6675,Sco,Anuradha,Ma,Sa,Sa,Sa,3,20,0,149,1301,213.33333333333334,1
213.6675,213.96666666666667,Sco,Anuradha,Ma,Sa,Sa,Me,3,40,3,149,1302,213.33333333333334,1
213.96666666666667,214.08972222222224,Sco,Anuradha,Ma,Sa,Sa,Ke,3,58,0,149,1303,213.33333333333334,1
214.08972222222224,214.44166666666666,Sco,Anuradha,Ma,Sa,Sa,Ve,4,5,23,149,1304,213.33333333333334,1
